age,income,city,bought
51,61556,Bangalore,1
26,52842,Bangalore,0
49,111486,Delhi,1
56,102462,Hyderabad,1
27,141583,Hyderabad,1
18,129817,Chennai,0
39,132463,Bangalore,1
23,68025,Bangalore,0
62,69839,Mumbai,1
42,32546,Chennai,0
38,82202,Hyderabad,1
62,104868,Hyderabad,1
22,51442,Hyderabad,0
32,41294,Delhi,0
18,118928,Chennai,0
36,57224,Mumbai,0
61,45280,Mumbai,0
45,106974,Mumbai,1
26,89587,Chennai,1
47,86192,Mumbai,1
31,148107,Delhi,1
44,141221,Hyderabad,1
62,29426,Chennai,0
43,146710,Bangalore,1
64,87671,Delhi,1
46,25452,Mumbai,0
53,72383,Delhi,1
33,74604,Delhi,1
39,105525,Bangalore,1
28,106776,Hyderabad,1
37,42730,Bangalore,0
23,120410,Delhi,0
58,86986,Bangalore,1
64,32031,Mumbai,0
49,60422,Delhi,1
61,109935,Chennai,1
48,127432,Bangalore,1
50,46889,Chennai,0
47,80082,Mumbai,1
41,99602,Delhi,1
45,133843,Mumbai,1
18,135463,Delhi,0
33,117613,Chennai,1
30,130493,Hyderabad,1
60,71770,Chennai,1
34,148976,Chennai,1
64,34302,Bangalore,0
54,83696,Bangalore,1
38,102989,Chennai,1
59,101834,Mumbai,1
24,93513,Mumbai,0
55,116617,Hyderabad,1
61,88491,Hyderabad,1
52,117807,Bangalore,1
56,128493,Delhi,1
34,103478,Hyderabad,1
45,29506,Hyderabad,0
65,106293,Bangalore,1
38,26862,Bangalore,0
56,117038,Mumbai,1
27,132943,Chennai,1
45,63875,Mumbai,1
26,42273,Mumbai,0
55,58719,Chennai,0
24,42139,Delhi,0
28,119188,Hyderabad,1
55,117260,Hyderabad,1
59,34781,Delhi,0
39,105729,Bangalore,1
53,147262,Bangalore,1
32,57961,Delhi,0
18,116724,Delhi,0
29,114791,Chennai,1
45,122165,Mumbai,1
26,144225,Mumbai,1
55,94606,Bangalore,1
49,64344,Mumbai,1
58,46183,Bangalore,0
43,118733,Chennai,1
65,91062,Chennai,1
22,136050,Hyderabad,0
50,93990,Mumbai,1
26,51873,Chennai,0
51,109274,Hyderabad,1
59,88318,Delhi,1
39,111148,Hyderabad,1
36,33833,Chennai,0
51,31484,Chennai,0
62,35097,Mumbai,0
62,119809,Bangalore,1
54,109205,Bangalore,1
43,65101,Chennai,1
65,100360,Hyderabad,1
52,139011,Bangalore,1
43,28211,Bangalore,0
50,81148,Chennai,1
57,60302,Hyderabad,1
42,50270,Hyderabad,0
33,25485,Hyderabad,0
46,45206,Mumbai,0
43,130379,Delhi,1
21,135023,Hyderabad,0
21,100226,Mumbai,0
44,35967,Chennai,0
43,42355,Delhi,0
24,79879,Bangalore,0
40,143078,Bangalore,1
64,83932,Hyderabad,1
44,149660,Bangalore,1
39,90439,Hyderabad,1
43,67267,Bangalore,1
40,141453,Chennai,1
40,38090,Mumbai,0
34,86637,Chennai,1
35,25749,Delhi,0
21,75648,Hyderabad,0
46,69247,Hyderabad,1
44,130952,Hyderabad,1
26,63164,Delhi,1
40,34344,Chennai,0
42,71255,Bangalore,1
38,38960,Mumbai,0
29,141886,Bangalore,1
37,59080,Delhi,0
50,102165,Hyderabad,1
48,147284,Bangalore,1
18,43837,Mumbai,0
30,94374,Chennai,1
52,80810,Delhi,1
50,126650,Mumbai,1
38,132555,Chennai,1
20,120707,Delhi,0
46,27605,Mumbai,0
44,50426,Delhi,0
57,64098,Bangalore,1
27,145102,Mumbai,1
50,109277,Chennai,1
21,47722,Delhi,0
62,68618,Delhi,1
52,105145,Hyderabad,1
32,28984,Hyderabad,0
35,122872,Delhi,1
31,60273,Hyderabad,1
18,101530,Chennai,0
58,33678,Hyderabad,0
48,103168,Chennai,1
54,140034,Chennai,1
26,135192,Bangalore,1
39,45035,Hyderabad,0
35,39354,Mumbai,0
41,76018,Hyderabad,1
35,94026,Delhi,1
37,66651,Delhi,1
47,51823,Bangalore,0
42,123538,Chennai,1
37,91773,Delhi,1
54,67187,Chennai,1
58,108775,Mumbai,1
54,57927,Delhi,0
39,101608,Hyderabad,1
20,43396,Chennai,0
18,47096,Hyderabad,0
34,60424,Mumbai,1
59,139283,Delhi,1
32,36799,Bangalore,0
51,103704,Mumbai,1
39,93234,Bangalore,1
57,135301,Delhi,1
47,50062,Bangalore,0
27,30356,Mumbai,0
24,98861,Chennai,0
60,85271,Chennai,1
36,94807,Chennai,1
47,72523,Hyderabad,1
41,149337,Delhi,1
60,65470,Delhi,1
50,142880,Chennai,1
65,60036,Hyderabad,1
64,45836,Mumbai,0
18,90648,Hyderabad,0
64,41926,Hyderabad,0
38,128115,Hyderabad,1
43,116269,Hyderabad,1
35,38896,Hyderabad,0
44,45863,Mumbai,0
59,125460,Mumbai,1
28,141850,Chennai,1
19,121577,Bangalore,0
64,96910,Chennai,1
63,106619,Bangalore,1
28,85194,Chennai,1
48,63343,Hyderabad,1
31,37931,Chennai,0
30,116723,Delhi,1
42,77803,Mumbai,1
55,53001,Delhi,0
41,37094,Hyderabad,0
23,86438,Hyderabad,0
50,44605,Bangalore,0
27,141176,Chennai,1
41,132702,Bangalore,1
54,65948,Chennai,1
57,96926,Hyderabad,1
19,147364,Chennai,0
27,55876,Mumbai,0
47,120018,Mumbai,1
32,110690,Chennai,1
25,84023,Hyderabad,0
50,148973,Hyderabad,1
19,44857,Mumbai,0
32,86803,Hyderabad,1
21,29707,Chennai,0
38,132993,Bangalore,1
63,96061,Chennai,1
21,112962,Hyderabad,0
35,131157,Chennai,1
46,101142,Bangalore,1
63,59011,Delhi,0
58,128686,Chennai,1
44,90064,Bangalore,1
38,51545,Hyderabad,0
51,35144,Hyderabad,0
52,106830,Delhi,1
46,123165,Mumbai,1
47,92395,Delhi,1
40,101439,Delhi,1
38,89764,Hyderabad,1
21,98115,Hyderabad,0
37,73443,Hyderabad,1
56,124890,Chennai,1
28,78082,Hyderabad,1
31,91260,Bangalore,1
53,92073,Chennai,1
44,51917,Hyderabad,0
19,137885,Mumbai,0
19,114816,Chennai,0
43,35390,Mumbai,0
33,102814,Chennai,1
61,39257,Mumbai,0
25,147638,Hyderabad,0
19,107842,Bangalore,0
65,36562,Hyderabad,0
52,38076,Mumbai,0
54,109808,Hyderabad,1
51,109354,Chennai,1
59,127778,Delhi,1
50,125534,Mumbai,1
19,110046,Chennai,0
18,144984,Chennai,0
42,118751,Hyderabad,1
20,139435,Delhi,0
21,84596,Hyderabad,0
26,53763,Chennai,0
27,102264,Hyderabad,1
27,75806,Hyderabad,1
56,142108,Mumbai,1
32,61031,Hyderabad,1
60,146857,Chennai,1
60,64818,Hyderabad,1
47,145759,Delhi,1
33,118565,Bangalore,1
20,80145,Chennai,0
38,85324,Hyderabad,1
57,79233,Hyderabad,1
64,138381,Mumbai,1
30,69344,Bangalore,1
62,83470,Delhi,1
49,82967,Mumbai,1
65,38311,Mumbai,0
60,142807,Mumbai,1
24,67323,Bangalore,0
39,107853,Delhi,1
61,135645,Bangalore,1
46,113620,Delhi,1
40,41643,Delhi,0
51,87710,Hyderabad,1
56,113539,Mumbai,1
51,60893,Bangalore,1
34,30860,Bangalore,0
41,91728,Hyderabad,1
31,38719,Delhi,0
37,33374,Bangalore,0
48,149646,Delhi,1
59,145552,Delhi,1
27,147710,Mumbai,1
59,128976,Bangalore,1
21,51011,Chennai,0
52,83191,Delhi,1
38,107285,Chennai,1
52,103871,Delhi,1
65,29911,Hyderabad,0
58,82397,Chennai,1
57,83511,Hyderabad,1
21,139518,Mumbai,0
32,108730,Bangalore,1
58,59997,Bangalore,0
45,92158,Bangalore,1
34,79003,Chennai,1
54,131195,Bangalore,1
19,144928,Mumbai,0
45,120109,Chennai,1
37,131745,Delhi,1
22,81623,Mumbai,0
26,105367,Bangalore,1
48,53656,Chennai,0
50,111757,Mumbai,1
25,71539,Hyderabad,0
49,72979,Chennai,1
63,145192,Mumbai,1
56,144277,Mumbai,1
60,82564,Mumbai,1
24,91721,Chennai,0
53,126452,Mumbai,1
63,29947,Mumbai,0
54,133772,Delhi,1
39,98296,Bangalore,1
63,111755,Bangalore,1
59,46453,Mumbai,0
32,47944,Bangalore,0
23,74271,Bangalore,0
22,97088,Bangalore,0
58,121844,Bangalore,1
52,57432,Hyderabad,0
45,129477,Chennai,1
19,149090,Chennai,0
31,64307,Bangalore,1
42,135960,Chennai,1
63,58371,Chennai,0
29,120309,Delhi,1
40,122387,Hyderabad,1
40,96404,Bangalore,1
59,35791,Chennai,0
35,122088,Hyderabad,1
25,80665,Delhi,0
46,25385,Bangalore,0
18,149296,Mumbai,0
28,35082,Hyderabad,0
60,37326,Chennai,0
54,97327,Delhi,1
59,134330,Bangalore,1
24,54874,Bangalore,0
35,112509,Chennai,1
42,116625,Delhi,1
63,102437,Bangalore,1
53,51659,Chennai,0
46,62722,Delhi,1
65,41837,Hyderabad,0
64,137647,Mumbai,1
52,78093,Bangalore,1
60,108482,Mumbai,1
30,126010,Delhi,1
27,80673,Bangalore,1
65,28875,Hyderabad,0
64,109647,Hyderabad,1
42,117678,Mumbai,1
25,98115,Mumbai,0
44,74428,Chennai,1
47,41136,Hyderabad,0
65,74486,Chennai,1
44,82082,Delhi,1
18,43291,Bangalore,0
65,76662,Mumbai,1
35,47792,Delhi,0
26,128996,Mumbai,1
26,114135,Mumbai,1
35,105441,Hyderabad,1
52,30192,Delhi,0
31,120053,Chennai,1
45,97578,Mumbai,1
44,88992,Bangalore,1
57,122041,Delhi,1
24,87174,Chennai,0
57,34459,Bangalore,0
27,108317,Bangalore,1
35,131725,Chennai,1
25,60959,Bangalore,0
19,105842,Mumbai,0
31,57153,Bangalore,0
22,85020,Bangalore,0
43,144008,Bangalore,1
45,140563,Bangalore,1
26,138843,Chennai,1
21,39423,Hyderabad,0
42,57287,Chennai,0
26,74756,Mumbai,1
22,99397,Hyderabad,0
40,121346,Chennai,1
57,108061,Bangalore,1
40,101368,Mumbai,1
58,48947,Chennai,0
61,82497,Chennai,1
34,131416,Delhi,1
37,104672,Delhi,1
19,53355,Hyderabad,0
38,25325,Mumbai,0
65,130064,Bangalore,1
39,33329,Mumbai,0
35,127168,Bangalore,1
61,58530,Hyderabad,0
43,88060,Mumbai,1
29,94919,Hyderabad,1
32,100060,Delhi,1
37,86449,Mumbai,1
32,33664,Bangalore,0
41,61174,Chennai,1
64,121853,Delhi,1
41,114998,Chennai,1
36,101055,Mumbai,1
27,71871,Delhi,1
25,59172,Hyderabad,0
47,93941,Hyderabad,1
47,102286,Bangalore,1
31,33326,Mumbai,0
62,26058,Bangalore,0
18,101436,Bangalore,0
36,56963,Chennai,0
49,110279,Chennai,1
45,37420,Hyderabad,0
30,31785,Hyderabad,0
41,90804,Delhi,1
21,38094,Hyderabad,0
48,56877,Delhi,0
37,52017,Hyderabad,0
23,67542,Delhi,0
22,57790,Mumbai,0
45,88095,Hyderabad,1
44,47391,Delhi,0
18,88685,Hyderabad,0
22,96931,Chennai,0
24,30942,Hyderabad,0
60,78135,Hyderabad,1
38,80475,Bangalore,1
26,68341,Chennai,1
21,78286,Hyderabad,0
59,134819,Delhi,1
27,138210,Chennai,1
55,111054,Mumbai,1
33,146175,Delhi,1
41,148478,Bangalore,1
29,117632,Mumbai,1
18,77985,Delhi,0
21,49207,Mumbai,0
21,49250,Hyderabad,0
45,139593,Bangalore,1
59,115620,Bangalore,1
62,27472,Bangalore,0
26,47046,Bangalore,0
65,37527,Delhi,0
36,128318,Mumbai,1
19,77915,Chennai,0
48,29806,Delhi,0
38,34881,Bangalore,0
38,121801,Hyderabad,1
54,43568,Delhi,0
24,137710,Chennai,0
45,142025,Mumbai,1
31,136254,Hyderabad,1
27,41872,Mumbai,0
26,61421,Delhi,1
20,66879,Mumbai,0
55,42103,Mumbai,0
60,48081,Delhi,0
41,74516,Mumbai,1
59,28608,Delhi,0
60,121883,Hyderabad,1
20,136455,Delhi,0
25,124374,Mumbai,0
34,95016,Bangalore,1
31,54311,Hyderabad,0
24,50223,Mumbai,0
59,47847,Bangalore,0
29,92767,Chennai,1
25,129412,Mumbai,0
28,56884,Hyderabad,0
34,68979,Chennai,1
61,62133,Bangalore,1
26,53387,Bangalore,0
29,90614,Chennai,1
37,126255,Bangalore,1
57,83027,Chennai,1
18,47709,Bangalore,0
55,92108,Chennai,1
45,50339,Bangalore,0
29,122704,Delhi,1
64,131199,Hyderabad,1
40,57442,Chennai,0
47,108447,Chennai,1
58,143608,Mumbai,1
35,111752,Hyderabad,1
53,108489,Bangalore,1
29,106504,Chennai,1
32,71689,Chennai,1
23,68857,Mumbai,0
42,77990,Bangalore,1
39,98756,Delhi,1
35,88953,Chennai,1
28,73461,Mumbai,1
58,91964,Delhi,1
57,145077,Chennai,1
44,64340,Delhi,1
35,86961,Bangalore,1
32,57664,Chennai,0
55,116484,Bangalore,1
28,62819,Chennai,1
35,146084,Chennai,1
45,119329,Bangalore,1
60,55582,Bangalore,0
31,98556,Hyderabad,1
62,115361,Chennai,1
26,124862,Hyderabad,1
53,141421,Bangalore,1
65,57747,Mumbai,0
36,51548,Chennai,0
49,146081,Hyderabad,1
27,64034,Delhi,1
39,87235,Delhi,1
28,109011,Chennai,1
59,116467,Chennai,1
30,122641,Hyderabad,1
32,67464,Bangalore,1
31,148232,Bangalore,1
44,96896,Bangalore,1
50,123183,Chennai,1
33,112655,Hyderabad,1
19,79127,Delhi,0
43,120778,Hyderabad,1
27,63801,Hyderabad,1
48,102363,Mumbai,1
57,104746,Hyderabad,1
60,35114,Chennai,0
24,71463,Mumbai,0
61,149038,Hyderabad,1
23,38304,Chennai,0
50,110954,Mumbai,1
62,85542,Delhi,1
19,57092,Delhi,0
49,130696,Mumbai,1
48,42144,Chennai,0
21,86804,Mumbai,0
18,148598,Delhi,0
35,95294,Hyderabad,1
45,131760,Chennai,1
53,143467,Delhi,1
53,142471,Mumbai,1
42,120933,Bangalore,1
54,52263,Delhi,0
26,41054,Bangalore,0
43,127728,Mumbai,1
55,125691,Bangalore,1
46,77017,Mumbai,1
38,109206,Bangalore,1
27,123129,Hyderabad,1
58,46554,Chennai,0
62,63867,Bangalore,1
43,51884,Mumbai,0
56,39271,Chennai,0
26,123048,Hyderabad,1
55,107655,Bangalore,1
18,53210,Chennai,0
54,59375,Hyderabad,0
60,35475,Delhi,0
29,109152,Chennai,1
62,144412,Chennai,1
63,63290,Hyderabad,1
47,36590,Hyderabad,0
44,84178,Delhi,1
44,114381,Hyderabad,1
32,53632,Bangalore,0
32,103653,Delhi,1
20,38746,Chennai,0
24,47257,Bangalore,0
54,28609,Delhi,0
43,126721,Mumbai,1
54,103857,Bangalore,1
64,101690,Delhi,1
23,50518,Mumbai,0
32,60674,Bangalore,1
31,87421,Chennai,1
48,111086,Mumbai,1
61,60865,Hyderabad,1
24,61889,Delhi,0
54,96499,Bangalore,1
23,120468,Delhi,0
22,138374,Chennai,0
49,103708,Mumbai,1
20,34687,Bangalore,0
52,36946,Delhi,0
43,26366,Bangalore,0
55,110780,Hyderabad,1
60,111205,Delhi,1
19,31233,Bangalore,0
59,142828,Mumbai,1
20,44729,Hyderabad,0
53,133893,Chennai,1
44,146350,Delhi,1
43,145059,Hyderabad,1
20,123040,Delhi,0
57,103934,Delhi,1
33,63270,Mumbai,1
25,135838,Mumbai,0
34,90790,Bangalore,1
37,97550,Bangalore,1
27,32853,Mumbai,0
38,50884,Delhi,0
45,33045,Chennai,0
54,112988,Delhi,1
49,134750,Hyderabad,1
24,51923,Hyderabad,0
42,32701,Delhi,0
38,128180,Chennai,1
24,137094,Delhi,0
49,40205,Mumbai,0
26,127588,Delhi,1
55,114370,Bangalore,1
19,42741,Bangalore,0
47,112688,Delhi,1
28,147270,Hyderabad,1
53,130251,Delhi,1
36,37060,Delhi,0
26,135150,Hyderabad,1
47,136553,Bangalore,1
38,42919,Chennai,0
62,34841,Hyderabad,0
31,82165,Chennai,1
50,73300,Chennai,1
42,63609,Chennai,1
30,104324,Delhi,1
33,97628,Delhi,1
20,145320,Chennai,0
37,105565,Delhi,1
60,74669,Delhi,1
54,62521,Mumbai,1
33,109071,Mumbai,1
25,70659,Bangalore,0
21,34979,Mumbai,0
23,145596,Bangalore,0
31,68449,Delhi,1
44,103225,Chennai,1
60,49319,Chennai,0
22,78283,Hyderabad,0
34,131712,Bangalore,1
39,46917,Bangalore,0
29,124308,Chennai,1
65,65879,Delhi,1
18,43209,Bangalore,0
36,88774,Delhi,1
63,86150,Hyderabad,1
52,103277,Hyderabad,1
35,93235,Hyderabad,1
40,80826,Chennai,1
56,62005,Hyderabad,1
54,149470,Hyderabad,1
32,32648,Delhi,0
41,38889,Hyderabad,0
58,116849,Bangalore,1
45,84168,Bangalore,1
60,145194,Chennai,1
31,72922,Bangalore,1
50,63829,Mumbai,1
29,83753,Delhi,1
47,45455,Chennai,0
43,42467,Bangalore,0
43,73097,Delhi,1
34,75171,Delhi,1
48,27956,Delhi,0
23,63543,Bangalore,0
25,134947,Mumbai,0
18,132270,Chennai,0
50,109971,Chennai,1
29,59167,Delhi,0
62,92102,Chennai,1
24,139943,Delhi,0
18,108646,Chennai,0
44,95974,Hyderabad,1
21,113121,Bangalore,0
24,88682,Mumbai,0
52,43444,Delhi,0
48,78430,Mumbai,1
30,90732,Delhi,1
25,71029,Mumbai,0
26,55063,Mumbai,0
53,44409,Mumbai,0
29,97884,Mumbai,1
36,26726,Hyderabad,0
35,86740,Bangalore,1
27,93945,Mumbai,1
40,104429,Hyderabad,1
56,63949,Delhi,1
18,60772,Delhi,0
20,120196,Hyderabad,0
35,84293,Hyderabad,1
25,54907,Bangalore,0
24,117344,Delhi,0
33,70485,Delhi,1
38,50459,Bangalore,0
46,146588,Mumbai,1
28,125419,Hyderabad,1
55,42203,Delhi,0
45,62914,Delhi,1
58,116777,Bangalore,1
49,97944,Delhi,1
56,124506,Chennai,1
51,56491,Delhi,0
26,146455,Hyderabad,1
19,136606,Delhi,0
19,142303,Bangalore,0
24,106534,Bangalore,0
63,148630,Bangalore,1
33,64489,Delhi,1
57,68636,Mumbai,1
50,124739,Delhi,1
59,59424,Bangalore,0
48,97832,Chennai,1
47,62727,Mumbai,1
53,29772,Mumbai,0
23,109090,Hyderabad,0
61,97805,Hyderabad,1
32,27958,Chennai,0
32,124091,Bangalore,1
49,144632,Hyderabad,1
59,118109,Delhi,1
61,54798,Chennai,0
53,101701,Delhi,1
60,44124,Delhi,0
32,132991,Hyderabad,1
64,143607,Chennai,1
34,147049,Mumbai,1
64,77756,Hyderabad,1
54,26801,Bangalore,0
39,97423,Bangalore,1
40,144926,Chennai,1
41,102641,Hyderabad,1
37,116471,Delhi,1
52,124557,Bangalore,1
29,100486,Delhi,1
44,104002,Chennai,1
54,108575,Delhi,1
62,64064,Bangalore,1
27,93134,Hyderabad,1
52,81249,Delhi,1
42,33739,Delhi,0
42,68458,Chennai,1
47,56534,Mumbai,0
46,124109,Bangalore,1
41,83202,Delhi,1
23,77307,Bangalore,0
27,83216,Chennai,1
23,146430,Mumbai,0
44,112016,Hyderabad,1
22,64169,Hyderabad,0
53,32679,Mumbai,0
40,53829,Delhi,0
50,61746,Mumbai,1
48,119750,Chennai,1
57,105449,Mumbai,1
58,105330,Chennai,1
36,60304,Bangalore,1
47,126432,Chennai,1
29,67350,Delhi,1
52,61960,Mumbai,1
33,122510,Mumbai,1
34,47820,Mumbai,0
37,92146,Delhi,1
20,60901,Delhi,0
47,117987,Mumbai,1
37,39497,Bangalore,0
39,57322,Chennai,0
56,39157,Bangalore,0
52,69307,Bangalore,1
47,61934,Hyderabad,1
19,75354,Mumbai,0
49,98806,Chennai,1
18,46253,Bangalore,0
28,73355,Chennai,1
21,56347,Mumbai,0
32,111135,Mumbai,1
57,129179,Bangalore,1
61,103614,Bangalore,1
40,48761,Mumbai,0
23,67225,Hyderabad,0
26,93860,Chennai,1
32,31041,Bangalore,0
19,144491,Mumbai,0
56,82027,Chennai,1
29,143596,Hyderabad,1
56,36881,Chennai,0
28,38003,Chennai,0
36,149685,Mumbai,1
56,43197,Mumbai,0
19,64588,Delhi,0
44,85818,Hyderabad,1
29,143642,Delhi,1
40,114718,Mumbai,1
55,48080,Chennai,0
42,104183,Mumbai,1
48,137517,Delhi,1
43,54005,Mumbai,0
40,123503,Delhi,1
31,40874,Mumbai,0
55,45564,Hyderabad,0
20,64592,Hyderabad,0
40,25994,Mumbai,0
27,30909,Chennai,0
24,113004,Hyderabad,0
21,38925,Hyderabad,0
33,109277,Mumbai,1
31,73977,Hyderabad,1
32,89147,Hyderabad,1
49,36108,Hyderabad,0
21,25270,Delhi,0
59,27841,Mumbai,0
63,101253,Bangalore,1
45,38035,Chennai,0
27,49144,Bangalore,0
42,118787,Bangalore,1
62,89517,Delhi,1
50,121988,Bangalore,1
40,103604,Bangalore,1
18,120301,Chennai,0
55,106480,Mumbai,1
32,25061,Bangalore,0
40,120283,Mumbai,1
26,122373,Mumbai,1
23,75471,Chennai,0
47,145068,Hyderabad,1
22,62337,Bangalore,0
42,62961,Chennai,1
64,62740,Mumbai,1
46,26684,Delhi,0
57,63759,Bangalore,1
30,113824,Hyderabad,1
62,144595,Delhi,1
23,112828,Chennai,0
49,81086,Chennai,1
63,81100,Bangalore,1
21,70167,Mumbai,0
60,86725,Chennai,1
22,41386,Delhi,0
54,45987,Hyderabad,0
23,132658,Bangalore,0
48,96754,Delhi,1
44,111793,Delhi,1
64,106913,Delhi,1
27,42307,Mumbai,0
22,113496,Delhi,0
43,87712,Hyderabad,1
61,146551,Chennai,1
19,75643,Chennai,0
58,81043,Mumbai,1
39,57253,Mumbai,0
27,51007,Chennai,0
25,95667,Bangalore,0
55,45357,Delhi,0
26,74617,Hyderabad,1
64,62287,Hyderabad,1
41,79274,Mumbai,1
49,35982,Delhi,0
36,135861,Mumbai,1
56,65837,Mumbai,1
19,30248,Delhi,0
65,57091,Chennai,0
39,126306,Mumbai,1
54,123610,Hyderabad,1
54,143995,Mumbai,1
33,117148,Delhi,1
31,43769,Bangalore,0
45,70164,Hyderabad,1
60,107099,Hyderabad,1
42,74805,Hyderabad,1
31,41621,Chennai,0
52,118533,Bangalore,1
24,89341,Hyderabad,0
30,130047,Chennai,1
44,69891,Hyderabad,1
22,140655,Bangalore,0
31,145501,Hyderabad,1
26,30405,Delhi,0
24,127097,Bangalore,0
60,139137,Delhi,1
42,130359,Bangalore,1
28,116793,Chennai,1
43,63382,Mumbai,1
45,83342,Mumbai,1
41,33337,Mumbai,0
49,48996,Bangalore,0
38,148609,Bangalore,1
32,130879,Mumbai,1
49,149542,Bangalore,1
61,76413,Bangalore,1
42,105425,Chennai,1
44,59102,Hyderabad,0
46,92018,Bangalore,1
55,80818,Mumbai,1
28,61527,Hyderabad,1
36,117819,Bangalore,1
25,27841,Bangalore,0
44,106982,Mumbai,1
38,25761,Chennai,0
55,41988,Hyderabad,0
44,67859,Chennai,1
52,146740,Bangalore,1
25,43742,Delhi,0
44,125390,Mumbai,1
46,139794,Chennai,1
63,89512,Mumbai,1
56,148818,Mumbai,1
65,66887,Delhi,1
57,82783,Hyderabad,1
31,58738,Bangalore,0
26,34561,Mumbai,0
54,39450,Bangalore,0
45,138859,Bangalore,1
18,49385,Mumbai,0
30,63365,Chennai,1
47,97103,Delhi,1
36,144368,Bangalore,1
49,119770,Hyderabad,1
47,137455,Mumbai,1
41,40232,Hyderabad,0
36,116503,Delhi,1
47,28175,Mumbai,0
32,110161,Hyderabad,1
51,42557,Delhi,0
36,84347,Hyderabad,1
61,135215,Mumbai,1
33,50305,Chennai,0
59,120831,Mumbai,1
62,32353,Hyderabad,0
62,117164,Bangalore,1
38,33392,Chennai,0
49,77455,Chennai,1
18,76829,Mumbai,0
44,107593,Mumbai,1
60,43431,Hyderabad,0
45,51274,Delhi,0
25,33829,Mumbai,0
27,28547,Delhi,0
64,113590,Hyderabad,1
36,90978,Bangalore,1
26,75816,Bangalore,1
52,51678,Mumbai,0
31,80425,Chennai,1
61,100531,Chennai,1
19,149124,Hyderabad,0
28,148011,Hyderabad,1
56,78145,Chennai,1
64,122001,Delhi,1
62,52111,Chennai,0
18,136649,Bangalore,0
58,113759,Bangalore,1
56,145239,Bangalore,1
45,139911,Hyderabad,1
26,28149,Hyderabad,0
41,145222,Chennai,1
35,99482,Delhi,1
25,138650,Mumbai,0
27,59282,Hyderabad,0
41,125086,Delhi,1
54,146966,Mumbai,1
41,31542,Delhi,0
22,39192,Bangalore,0
36,76315,Delhi,1
48,70217,Hyderabad,1
63,115560,Delhi,1
52,140051,Delhi,1
31,149735,Hyderabad,1
64,91790,Hyderabad,1
58,124265,Delhi,1
36,58460,Delhi,0
21,61942,Delhi,0
35,56718,Delhi,0
40,78171,Chennai,1
50,69555,Delhi,1
61,52993,Bangalore,0
30,93477,Delhi,1
35,92508,Mumbai,1
48,65670,Chennai,1
38,71171,Hyderabad,1
21,50832,Delhi,0
57,108776,Delhi,1
24,145871,Chennai,0
51,147080,Bangalore,1
42,61940,Chennai,1
25,88839,Chennai,0
53,59375,Delhi,0
23,146522,Hyderabad,0
20,45285,Chennai,0
60,38462,Chennai,0
56,94090,Hyderabad,1
59,117180,Mumbai,1
48,116976,Delhi,1
45,37243,Delhi,0
41,92627,Chennai,1
45,129704,Hyderabad,1
45,39787,Delhi,0
54,99879,Chennai,1
42,82480,Bangalore,1
55,121448,Hyderabad,1
30,112031,Mumbai,1
28,79240,Delhi,1
48,139004,Delhi,1
64,67054,Delhi,1
39,95295,Mumbai,1
41,49850,Bangalore,0
40,109361,Hyderabad,1
22,102078,Bangalore,0
45,67880,Chennai,1
63,44654,Hyderabad,0
41,57363,Bangalore,0
33,57435,Hyderabad,0
59,102760,Hyderabad,1
28,62000,Mumbai,1
42,77452,Mumbai,1
24,86358,Chennai,0
39,98342,Delhi,1
22,114301,Bangalore,0
52,131742,Bangalore,1
45,81066,Hyderabad,1
49,104266,Mumbai,1
18,131795,Mumbai,0
18,44873,Hyderabad,0
39,51805,Mumbai,0
47,48431,Chennai,0
42,81360,Hyderabad,1
53,131314,Mumbai,1
34,66504,Delhi,1
58,73624,Delhi,1
28,66934,Mumbai,1
51,73577,Bangalore,1
45,38958,Mumbai,0
18,130354,Hyderabad,0
47,132241,Mumbai,1
18,95145,Hyderabad,0
48,41392,Delhi,0
58,84857,Mumbai,1
53,138381,Mumbai,1
48,128987,Chennai,1
48,84753,Delhi,1
25,140188,Hyderabad,0
36,43377,Bangalore,0
26,115871,Chennai,1
59,91054,Chennai,1
30,25143,Hyderabad,0
21,26129,Chennai,0
23,44192,Delhi,0
21,133433,Mumbai,0
63,137400,Bangalore,1
27,50357,Bangalore,0
61,63045,Chennai,1
31,141450,Delhi,1
40,121843,Chennai,1
62,111797,Chennai,1
48,37312,Hyderabad,0
63,143396,Chennai,1
25,113847,Hyderabad,0
55,107692,Chennai,1
24,74309,Bangalore,0
63,104942,Chennai,1
40,126171,Chennai,1
43,125881,Chennai,1
44,63796,Delhi,1
56,104875,Chennai,1
51,137026,Mumbai,1
30,62692,Bangalore,1
19,27289,Hyderabad,0
63,73056,Mumbai,1
28,147705,Bangalore,1
26,113403,Chennai,1
61,118407,Bangalore,1
30,127279,Chennai,1
57,51252,Mumbai,0
26,134810,Delhi,1
55,34953,Bangalore,0
33,106758,Delhi,1
47,27785,Bangalore,0
62,62291,Chennai,1
60,56882,Chennai,0
21,124911,Delhi,0
39,89597,Hyderabad,1
25,35828,Bangalore,0
20,122677,Delhi,0
20,34075,Chennai,0
63,133633,Mumbai,1
44,26168,Delhi,0
50,29285,Mumbai,0
43,70698,Hyderabad,1
54,119079,Mumbai,1
60,59295,Chennai,0
39,103364,Chennai,1
53,145391,Mumbai,1
32,66765,Bangalore,1
50,90587,Mumbai,1
40,89486,Delhi,1
